"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","ÆÑ½º¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸","ÅÂ±×","Àå¾ÖÀÎÆíÀÇ½Ã¼³"
"37059","zh-TW","KCDF Gallery","https://tchinese.visitseoul.net/attractions/KCDF-Gallery/TCP037044?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP037044"," âÏì³ã¼ñ¤ÖØÏ¡Î°ı³Ô×182-2 ","03145 âÏì³ã¼ñ¤ÖØÏ¡ìÒŞÑÔ×11Ê¶8 ","+82-2-732-9382","","https://www.kcdf.or.kr","- î÷ÕÂÎ½Øßìí 10:00 ~ 18:00 - ÍïçİïÔêÂ ñÎì£~ñÎìí 10:00 ~ 19:00 (çíıÌãÁÊà 12:00 ~ 13:00) - KCDF íÀÖùãø  ñÎì£~ñÎìí 10:00 ~ 18:00 (ıÌãÓãÁÊà 12:00 ~ 13:00)","ñÎìé~ñÎìí","","ò¢ôÑ3ûÜàÊäÌÏĞó×6ûÜõóÏ¢","àâÍª,ìÒŞÑÔ×,kcdf,ùÛÏĞÍïçİæ¨àâÍªÙşûùòÉıéêÂ,î÷ÕÂÍöÊà,äÌÏĞó×,îî÷ÖÙşûù,Íïçİ,Ùşûù",""
"23912","en","Korea Furniture Museum","https://english.visitseoul.net/attractions/Korea-Furniture-Museum/ENP003452?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP003452","136-823 Seongbuk-dong 330-577, Seongbuk-gu, Seoul 330-577","02822 121, Daesagwan-ro, Seongbuk-gu, Seoul ","+82-2-745-0181","","http://www.kofum.com/","* Weekdays 10:00 - 19:00  * Saturdays 10:00 - 18:00","Tuesday - Saturday","Closed Mondays, Sundays & Public Holidays ","Subway Line 4, Hansung University Station, Exit 6 ","Museum,Exhibition,Woodwork,Culture,History,Furniture,Hanok,KoreaFurnitureMuseum,Seongbukdong,HansungUniversityStation,Handicraft",""
"23921","zh-CN","SEO?ÕÆ","https://chinese.visitseoul.net/attractions/SEO?ÕÆ/CNP001966?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001966"," âÏ?ã¼ßúõ®?ßúõ®Ô×1544-4 ","06648 âÏ?ã¼ßúõ®??øİÓŞÖØ94 ","+82-02-583-5612","","","10:00 - 17:00 (KST)","","ñ²×¿¡¢ñ²ìíıÌ?","2?? ßúõ®ó×2?õóÏ¢ÜÆú¼7İÂ? ","??,??,Ú¸??,î÷?,Ùşûù,?ÕÆ,Ëïõè,SEO Gallery,?ÕÆ,ğçÊ¾,ğÎø¸,??",""
"20977","en","Seorae Village","https://english.visitseoul.net/attractions/Seorae-Village/ENP011082?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP011082"," 32, Seorae-ro, Banpo 4(sa)-dong, Seocho-gu, Seoul "," 32, Seorae-ro, Banpo 4(sa)-dong, Seocho-gu, Seoul ","+82-2-120","","","","","","Subway Lines 3/7/9, Express Bus Terminal Station, Exits 5 & 6 (10 mins on foot)","Food,WineBar,Restaurant,SeoraeVillage,CultureStreet,Culture,SeoraeMaeul,FrenchSchool,LittleFrance",""
"29294","zh-TW","Seoul Metro Art Center","https://tchinese.visitseoul.net/attractions/Seoul-Metro-Art-Center/TCP029238?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP029238","110-756 âÏì³ã¼ñ£ÖØÏ¡îİà¼Ô×81-1 ","03170 âÏì³ã¼ñ£ÖØÏ¡ŞäòÃÖØò¢ù»130 (îİà¼Ô×) ","+82-2-6311-9417","","https://www.seoulmetro.co.kr:444/kr/rent.do?menuIdx=394","07:00~22:00","Øßìí","","ò¢ôÑ3ûÜàÊÌØÜØÏàó× ","âÏì³Îß÷×ÍëŞä,ÙşûùÍöÊà,çİâúî÷,ÌØÜØÏàó×,âÏì³ò¢ôÑÚ¸âúÎ½,SeoulMetroArtCenter,î÷ÕÂ,ÌØÜØÏà,Ú¸âúÎ½,îî÷Ö",""
"44066","en","Seungjun Toy","https://english.visitseoul.net/attractions/2023100/ENPpp5dae?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPpp5dae","  ","03120 30 Jong-ro 52-gil, Jongno-gu, Seoul ","+82-2-747-1900","","","09:00 - 18:30 / Sunday 10:00 - 17:00 KST","Daily","New Year's Day, New Year's Day, and Chuseok","174 meters from Exit 6 of Dongmyo Station on Line 1?6","OraeGage, Car Toys, Legos, Toys, Educational Toys, Dongdaemun, Wholesaler",""
"22080","zh-TW","SongEunçİâúÍöÊà£¨ê«SongEun?ÕÆ£©","https://tchinese.visitseoul.net/attractions/SongEunçİâúÍöÊà/TCP003778?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP003778","135-735 âÏì³ã¼Ë°ÑõÏ¡ÓŞö¹Ô×947-3 ","06182 âÏì³ã¼Ë°ÑõÏ¡çµÔÔÓŞÖØ421 (ÓŞö¹Ô×) ","+82-2-3448-0100","","http://www.songeunartspace.org","09:00~19:00","ñÎìé~ñÎ×¿","ñÎìí¡¢ÏĞïÒÊ£ìíıÌÎ½ (ÊÀî÷ÕÂıÌÎ½ìíôëß¾ØÑü¬ìã)","2ûÜàÊß²à÷ó×3ûÜõóÏ¢ÜÆú¼2İÂñ¤","SongEun?ÕÆ,SongEunçİâúÍöÊà,Ùşûù,çİâú,ß²à÷,î÷ÕÂ,SongEun Art Space,Ú¸âúÎ½",""
"21704","zh-CN","TotalÚ¸??","https://chinese.visitseoul.net/attractions/TotalÚ¸??/CNP003085?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP003085","110-848 âÏ??ÖØ?øÁóãÔ× 465-16 465-16","03004 âÏ??ÖØ?øÁóã32Ê¶ 8 ","+82-2-379-7037","","http://www.totalmuseum.org","àøÑ¢ì£-àøÑ¢×¿12:00~18:00 àøÑ¢ìí 13:00~18:00£¨ìı???ï¸ò­Óğ??îñ30İÂ?£©(KST) ","ñ²ì£~ñ²ìí","ñ²ìé?ÍëıÌìíĞàî÷?ñ×?Ñ¢?ıÌ? ","3?? ÌØÜØ?ó×3?õóÏ¢ ÷³ã«1020, 1711 ?ô¸.ß²àøÍëéÕîñù»? 4?? ÑÎëåó×3?õóÏ¢ ÷³ã«7211,110  ?ô¸.ß²àøÍëéÕîñù»? ","Ú¸??,ÍëæÑ,??,ÌØÜØ?ó×,??î÷õó,ÑÎëåó×,î÷?,TOTALÚ¸??,Ùşûù",""
"2177","ja","«¢«à«µ«É«ó(äÛŞÑÔ×)à»ŞÈñ¬ËÜò£","https://japanese.visitseoul.net/attractions/amsa?dong-prehistoric-settlement-site-jp/JPP002174?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP002174","134-050 «½«¦«ëã¼Ë°ÔÔ?äÛŞÑÔ×139-2 ","134-050 «½«¦«ëã¼«««ó«É«ó(Ë°ÔÔ)?«ª«ê«ó«Ô«Ã«¯«í875 (äÛŞÑÔ×)","+82-2-3425-6520","","http://sunsa.gangdong.go.kr/site/eng/content/Introduction_culture","9:30-18:00£¨ìıíŞªÏ17:30ªŞªÇ£© ğÄğÈÙíÖùËÒÛ¯£º10êÅ?ìÎ3êÅ 6:00-9:00¡¢4êÅ?9êÅ 5:30-9:00","","êÅèøìí(êÅèøìíª¬õæìíªÎíŞùêªÏìÎìíıÌÎ½)¡¢1êÅ1ìí","ò¢ù»?8?àÊ?«¢«à«µ??4ÛãõóÏ¢ª«ªéÓù?10İÂ  ","?ŞÈ,à»ŞÈë¶îæò¢,äÛŞÑÔ×à»ŞÈñ¬ËÜò£,ë¶îæò¢¡¤Ùşûùî¯,ãæà´ĞïãÁÓÛ,î÷ãÆÎ½",""
"42080","ja","«¤«ó«Á«ç«ó(ìÒô¹)Íöùû?ÎÃï×ÜÃ«»«ó«¿?(à¤)","https://japanese.visitseoul.net/attractions/«¤«ó«Á«ç«óìÒô¹Íöùû?ÎÃï×ÜÃ«»«ó«¿?à¤/JPP042078?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP042078"," ÀÎÃµ Áß±¸ ¿î¼­µ¿ 2840 ","22382 «¤«ó«Á«ç«ó(ìÒô¹)ã¼«Á«å«ó(ñé)?«³«ó«Ï«ó«í272(ê£à¤Ô×)  «¤«ó«Á«ç«ó(ìÒô¹)ÍöùûÕéËÔ«¿?«ß«Ê«ë1Í­10ÛãõóÏ¢îñ","+82-32-743-3272","","","áôÜõãÁÊà£º07:00?22:00 (ıÌÌ¨ãÁÊà:12:00~13:00, 18:00 - 19:00)","","","Íöùû?Ô³?«¤«ó«Á«ç«ó?ğ·Íöùû??1ÛãõóÏ¢","?ÎÃï×ÜÃ«»«ó«¿?,?ÎÃäĞ?á¶,«¤«ó«Á«ç«ó,ìÒô¹?ğ·Íöùû«½«¦«ë?ÎÃï×ÜÃ«»«ó«¿?,ìÒô¹Íöùû",""
"43957","ja","«µ«à«¦«Á«­«ó«»«ó«¿?","https://japanese.visitseoul.net/attractions/Samuchikin-kr/JPPd11wkn?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPd11wkn"," çµÔôøİ? «·«Õ«ó«Ç«í 671 ","07442 çµÔôøİ? «·«Õ«ó«Ç«í 671 ","+82-2-844-9292","","","12:00~24:00","?ìí","ªÊª·","2?àÊãæÓŞÛ°?4ÛãõóÏ¢ª«ªé813m","«ª«ì«¬«²(ÖÕ?), «Á«Ş«Ã«¯, ÓŞ×ùÔ×, «Û«Õ, «Á«­«ó, «Ü«é«áÍëê®, ü¯?, ĞåÖùìí",""
"15229","ja","«Á«ç«ó«É«ó«®«ë(ïöÔ×÷×ªê)","https://japanese.visitseoul.net/attractions/Jeongdong-gil-jp/JPP000889?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP000889","100-151 «½«¦«ëã¼ñé?õ÷ïáÖØ1Ê¶51-11 ","04516 «½«¦«ëã¼«Á«å«ó(ñé)?«Á«ç«ó«É«ó«®«ë (õ÷ïáÖØ1Ê¶)","82-2-120","","","","","","ò¢ù»?5?àÊ¡¸«½«Ç«à«ó¡¹?5Ûã¡¢6ÛãõóÏ¢ª«ªéÓù?5İÂ    ò¢ù»?1?àÊ/2?àÊ¡¸«·«Á«ç«ó¡¹?1Ûã¡¢11Ûã¡¢12ÛãõóÏ¢ª«ªéÓù?5İÂ","«½«¦«ëß¤óş,ïöÔ×÷×ªêå¨ÌØ,«È«ë«À«à«®«ë,«È«ë«À«à«®«ëà´ê¯Ô³,ïöÔ×÷×ªê,ñÎØÇß¤óş,«½«¦«ëÙşûù÷×ªê,«½«¦«ë«¦«©?«­«ó«°«¹«İ«Ã«È,«½«¦«ëûõç¨Ì¸Úª,«½«¦«ëÖØò¢Õéú¼",""
"32574","ja","«Æ«ê«à(ÓŞ×ù)ã¼íŞ¡¤«««à«¸«ã«¯«¯(ª¸ªãª¬ª¤ªâ«¹?«×)÷×ªê","https://japanese.visitseoul.net/attractions/«Æ«ê«àÓŞ×ùã¼íŞ¡¤«««à«¸«ã«¯«¯ª¸ªãª¬ª¤ªâ«¹?«×÷×ªê/JPP032546?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP032546","122-859 «½«¦«ëã¼ëÚøÁ?ëíäÛÔ×298-41 ","03351 «½«¦«ëã¼«¦«ó«Ô«ç«ó(ëÚøÁ)?«È«ó«¤«ë«í78«®«ë22-11 (ëíäÛÔ×)","+82-2-302-1666","",""," 9:00-18:00","","","ò¢ù»?6?àÊ¡¸«»«¸«ç«ë¡¹?2ÛãõóÏ¢","«««à«¸«ã«¯«¯÷×ªê,ÓŞ×ùã¼íŞ,ëíäÛÔ×,«Æ«ê«àã¼íŞ,«»«¸«ç«ë?,ª¸ªãª¬ª¤ªâ«¹?«×÷×ªê",""
"23766","ja","«Í«¤«Á«ã?«İ«¨«à","https://japanese.visitseoul.net/attractions/nature-poem-jp/JPP001439?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP001439","135-955 «½«¦«ëã¼Ë°Ñõ??ÓÁÔ× 118-17","06011 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«¢«Ã«¯«¸«ç«ó«í461 (?ÓÁÔ×)","","","","","","","ò¢ù»?«×«ó«À«óàÊ¡¸«¢«Ã«¯«¸«ç«ó«í«Ç«ª¡¹?2ÛãõóÏ¢Óù?10İÂ    ò¢ù»?7?àÊ¡¸«Á«ç«ó«À«à¡¹?9ÛãõóÏ¢Óù?20İÂ","«Ê«à«¸«å«ó¡¤«Ñ«¤«¯Ú¸âúÎ½,«®«ã«é«ê?,?ÕÆ,Ùşûù,Ú¸âúÎ½,«Á«ç«ó«À«à,î÷ãÆ,?ÓÁÔ×,«Í«¤«Á«ã?«İ«¨«à",""
"2023","ja","«Õ«¡«²«µ(ü¤?ŞÑ)","https://japanese.visitseoul.net/attractions/?øÖĞô?ñĞïÁ/JPP002021?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP002021","142-875 «½«¦«ëã¼Ë°İÁ?â©ë²1Ô× 487","01095 «½«¦«ëã¼«««ó«Ö«¯(Ë°İÁ)?«Õ«¡«²«µ«®«ë117 (â©ë²Ô×)","+82-2-902-2663","+82-2-990-1885","http://www.hwagyesa.org/","Ûö?¡¢Ñ·?¡¢Íêå×ªÊªÉìíªËªèªÃªÆì¶ªÊªë","","","ò¢ù»?4?àÊ?«¹«æ??3ÛãõóÏ¢ª«ªé«Ş«¦«ë«Ğ«¹2ÛãªË?ªê«Õ«¡«²«µ(ü¤?ŞÑ)îñªÇù»ó³","â©ë²,??,«Æ«ó«×«ë«¹«Æ«¤,ë¶îæò¢¡¤Ùşûùî¯,ü¤?ŞÑ,ùÛ?ŞÑêÂ",""
"44063","ja","«æ¡¤«Û«ó«·«¯â¢ğ²ü¨Ù£íİğ¯1?","https://japanese.visitseoul.net/attractions/2023047/JPPs40x54?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPs40x54","  ","04794 àòÔÔ? «¢«Á«ã«µ«ó«í 97¡¢2Í­ ","+82-2-467-8197","","","êÅ?÷Ï 09:30?18:30, ìí 10:00~16:00 KST","?ìí","","2?àÊá¡â©?1ÛãõóÏ¢ª«ªé31m","â¢íÂªêü¨,«ª«ì«¬«²(ÖÕ?), «½«ó«¹«É«ó(àòâ©)«««Õ«§÷×ªê, «æ¡¤«Û«ó«·«¯â¢íÂªêü¨Ù£ìÑ1?, «½«ó«¹",""
"27580","zh-CN","ß²?êÂ","https://chinese.visitseoul.net/attractions/ß²?êÂ/CNP027471?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP027471","  ","03144 ?ÖØ??ïÙÏÑÖØ53 ","+82-2-732-9904","","","09:00~19:00","Øßìí","Ùé","Ëå›°3??äÌÍÛó×6?õóÏ¢306Ú·","ÖÕïÁ, ??, İÖ?éÄù¡, úÅ, ğçßÀ, ğÇÍ¢ŞÑ, ã¬Ü×",""
"28169","zh-CN","ÌÈ???","https://chinese.visitseoul.net/attractions/ÌÈÑ²??ïÁ/CNP028050?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP028050","  "," Ø«øİ???ÖØ9Ê¶24 ","+82-2-333-8880","","","08:00~18:00","ñ²ìéò¸ñ²×¿","ñ²ìí","Ëå›°×¿??ØÕê«ó×2?õóÏ¢168Ú·","ÖÕïÁ, Ø«øİ, ØĞ?Ô×, àä?, E-T?, ğÈ?ãÒÒ´?",""
"5667","zh-CN","İÁõ½?åÇÙşûùÚÏÚª?","https://chinese.visitseoul.net/attractions/İÁõ½?åÇÙşûùÚÏÚª?/CNP005667?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP005667","110-230 âÏ?ã¼?ÖØ?ß²?Ô× 35-91","110-230 âÏ?ã¼?ÖØ?İÁõ½ÖØ11Ê¶76 ","+82-2-723-0190","","http://www.dymuseum.com","10:00 ~ 18:00£¨17:00ı¨ïÎò­ìı?£©","ñ²ì£~ñ²ìí","ñ²ìéıÌãÓ","3?? äÌ?ó×2?õóÏ¢, ÜÆú¼700Ú·","ÚÏÚª?,Ùşûù,ÎÃ??,İÁõ½?åÇÙşûùÚÏÚª?,?ŞÈ,äÌ?,İÁõ½",""
"5766","zh-CN","???ŞÀÓÑ","https://chinese.visitseoul.net/attractions/???ŞÀÓÑ£¨±¹È¸ÀÇ»ç´ç£©/CNP005763?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP005763","150-701 âÏ?ã¼çµÔôøİ?æ£ëø?Ô×1 ","150-701 âÏ?÷å?ã¼çµÔôøİ?æ£ëø?Ô×1?£¨?ŞÀÓÑÓŞÔ³1????ŞÀÓÑ£© ","+82-2-6788-2114","+82-2-788-3664","http://www.assembly.go.kr","09:00 - 18:00 KST  (ñ²×¿¡¢ñ²ìí 09:00 - 17:00 KST) - ìı???ï¸ò¸??îñ1á³?","ñ²ìé~ñ²×¿","Øß?êÅğ¯2?ûúğ¯4?ñ²ìí¡¢ÛöêÂÍëıÌìí¡¢?????Ò·ìí(5êÅ31ìí)","9?? ???ŞÀÓÑó×1,6?õóÏ¢","?????,??,æ£??,???ŞÀÓÑó×,???ŞÀÓÑ,ÚÅñ«ñ«?,ìÑ?,?ŞÈ,ıÌ?,ò¢?","Ùéî¡äô÷çÔ³,?ğ¬,?òğìÑ?éÄïÎ??,?òğìÑò¦Ñõ(?ëõğÕó¨ĞàĞìöâ),?òğìÑá©â¢?"
"4200","zh-TW","¢ÎøÓ¦","https://tchinese.visitseoul.net/attractions/¢ÎøÓ¦-È¯±¸´Ü/TCP004198?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP004198","100-070 âÏì³ã¼ñéÏ¡á³ÍëÔ×87-1 ","100-070 âÏì³ã¼ñéÏ¡á³ÍëÖØ106 ","+82-2-3396-5880","","","","","îïÒ´ÙíıÌ","2ûÜàÊëàò¨ÖØìıÏ¢ó×6ûÜõóÏ¢£¬å³ 150Íëô© 1ûÜàÊã¼ôæó×6ûÜõóÏ¢£¬å³ 150Íëô©","ÎÃûùÚ¦,¢ÎøÓ¦,ëàò¨ÖØìıÏ¢ó×,îî÷Ö,ã¼ôæó×,Í¯îç÷®Û¾,ğÈàØÚùïÁ",""
"5015","zh-CN","ÓŞ?ŞÑ","https://chinese.visitseoul.net/attractions/ÓŞ?ŞÑ£¨´ë°¢»ç£©/CNP005015?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP005015"," âÏ?ã¼?ÖØ??ìÏÔ×3 "," âÏ?ã¼?ÖØ?×ÊÍÛÖØ10Ê¶87 ","+82-2-744-4502","","http://cafe.daum.net/daekak","06:00 ~ 19:00","¿ùÈ­¼ö¸ñ±İÅäÀÏ","Ùé","3?? ?ÖØ3Ê¶ 7?õóÏ¢ÜÆú¼150Ú·  5?? ?ÖØ3Ê¶ 7?õóÏ¢ÜÆú¼150Ú·  1?? ?ÖØ3Ê¶ 7?õóÏ¢ÜÆú¼150Ú·  ","ÓŞ?ŞÑ£¨´ë°¢»ç£©,âÏ?ŞÑ?,?ÖØŞÑ?,İÖ?,óãÓì?,ğó??ò¢",""
"28172","zh-CN","ÓŞßÚá³ıŞ","https://chinese.visitseoul.net/attractions/ÓŞßÚá³ıŞ1/CNP028053?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP028053","  "," Ø«øİ?Óşü£2Ê¶3 ","+82-2-717-9061","","https://www.instagram.com/koggiri_mapo_line5/","09:30~21:00£¬õÌı¨ïÃóÉ20:30","Øßô¸","ØßêÅîÜğ¯1ûúğ¯3?àøÑ¢ìé ","Ëå›°5??Ø«øİó×3?õóÏ¢270Ú·","ÖÕïÁ, ÍíÓì, ?ãİõ¤Ò´?, õ¤?, Øüãİ, Ø«øİõ¤Ò´?ùõ",""
"28167","zh-TW","ÓŞßÚá³ıŞ","https://tchinese.visitseoul.net/attractions/ÓŞßÚá³ıŞ/TCP028053?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP028053","  "," Ø«øİÏ¡Óşü£2Ê¶3 ","+82-2-717-9061","","https://www.instagram.com/koggiri_mapo_line5/","09:30~21:00 õÌı­ïôÓ¤ 20:30","Øßô¸","ØßêÅğ¯1¡¢3ËÁàøÑ¢ìéïÒÑ¢ıÌãÓ ","5ûÜàÊØ«øİó×3ûÜõóÏ¢270m","?ãİ, ?ãİõ¤Ò´?,ÖÕïÁ, ÍíÓì, õ¤Úù, Ø«øİõ¤Ò´?ùõ",""
"2031","zh-CN","ÓŞ??Íë?âÏ?ñ«?ñ¨ô¸ñ«?ÓÑ£¨âÏ??Íë?ô¸ñ«?ÓÑ£©","https://chinese.visitseoul.net/attractions/ÓŞ??Íë?âÏ?ñ«?ñ¨ô¸ñ«?ÓÑ3/CNP002030?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP002030","100-120 âÏ?ã¼ñé??Ô× 3?","100-120 âÏ?ã¼ñé?á¦ğóÓŞÖØ21Ê¶15 ","+82-2-730-6611","","http://www.cathedral.or.kr","ú¾ÜÅ÷×ìÑ?Û¯ ÓŞ?ÓÑ£ºàøÑ¢ìéò¸àøÑ¢çé 11:00 ~ 16:00","","ñ²ØÇ","1,2?? ã¼?ó× 3?õóÏ¢ÜÆú¼10İÂ? 5?? ÎÃûù?ó× 6?õóÏ¢ÜÆú¼15İÂ?","ğó??ò¢,âÏ?ñ«?ñ¨ô¸ñ«?ÓÑ,Óìâ³?,ã¼?ó×,ô¸ñ«?,ÓŞ??Íë?,ÎÃ??",""
"26269","zh-CN","÷¼?ÓÑ","https://chinese.visitseoul.net/attractions/÷¼?ÓÑ/CNP026194?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP026194","  ","04617 ñé??ûÉÖØ24Ê¶7 ","+82-2-2279-3152","","http://www.taegeukdang.com/","08:00~21:00","Øßô¸","Ùé","Ëå›°3???ÓŞ?ó×2?õóÏ¢23Ú·","ÖÕïÁ, ØüøĞïÁ, ÖÕØüøĞ, ??ÓŞ?, ?õ÷Ô×, ØüøĞ",""
"19648","zh-TW","ŞÑêÂĞöâÖà¾îîÎ½","https://tchinese.visitseoul.net/attractions/ŞÑêÂĞöâÖà¾îîÎ½/TCP019558?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP019558","110-170 âÏì³ã¼ñ£ÖØÏ¡Ì±ò¤Ô×71 ","03145 âÏì³ã¼ñ£ÖØÏ¡éèïÙÏÑÖØ56 (Ì±ò¤Ô×) ","+82-2-2031-2000","+82-2-732-9928","http://www.kbuddhism.com/ux.asp?dp=05_01","ñÎìé~ñÎ×¿ 09:00~19:00 / ñÎìí 09:00~18:00  ","","ùÛÏĞÏĞïÒÊ£ìí","ò¢ôÑ3ûÜàÊäÌÏĞó×6ûÜõóÏ¢ ò¢ôÑ1ûÜàÊñ¤ÊÈó×3-1ûÜõóÏ¢","îî÷ÖÙşûù,ŞÑêÂĞöâÖà¾îîÎ½,İÖ?,ìÒŞÑÔ×,ñ£ÖØÏ¡,äÌÏĞó×,ŞÑêÂĞöâÖ,ŞÑóË,ô÷úĞ",""
"24073","zh-CN","á³??ß£ëå","https://chinese.visitseoul.net/attractions/Sanwoollimá³??/CNP001747?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001747","  ","04052 Ø«øİ??éÚß£ÖØ157 ","+82-2-334-5915","","http://www.sanwoollim.kr/","11:00~18:00","ñ²ìé¡¢ß²~ìí","àøÑ¢ì£","2?°øÇ×Ã¶µµ?°æÀÇÁß¾Ó¼± È«´ëÀÔ±¸¿ª 6¹ø Ãâ±¸¿¡¼­ 350m","ÖÕïÁ, ??, ?Ê×, Ø«øİ, ÙşûùßæüÀ, à¤ÌÈÔ×, ÎÛÓŞ, øúæÑ, á³??",""
"44057","zh-CN","ËÜäÌ","https://chinese.visitseoul.net/attractions/2023080/CNPx138ls?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPx138ls","  ","03146 ?ÖØ?ìÒŞÑÔ×Ê¶44 ","+82-2-732-8811","","http://geoan-design.com/","11:00~18:00","Øßìí","Ùé","Ëå›°3??äÌÍÛó×6?õóÏ¢292Ú·","ÖÕïÁ, ??, óÉ?, ÓŞäÒ, øĞ??, ??, ??",""
"1793","zh-TW","Óöß£Íëê®","https://tchinese.visitseoul.net/attractions/Óöß£Íëê®/TCP001789?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP001789","135-120 âÏì³Ë°ÑõÏ¡ãæàâÔ× 649-9","06020 âÏì³ã¼Ë°ÑõÏ¡Óöß£ÓŞÖØ45Ê¶20 ","+82-2-3423-6245","","","Íëê®24á³ãÁËÒÛ¯ Óöß£ÑºÒ·Î½£ºØßô¸ 10:00~ 17:00 KST","ñÎìé~ñÎìí","Íëê®£ºîïÒ´ÙíıÌ Óöß£ÑºÒ·Î½£ºñÎìé¡¢ãæÒ´Ö§ıÌ¡¢ñéõÕÖ§ıÌ¡¢á¡÷«ï½","3ûÜàÊääÏÎïÍó×3ûÜõóÏ¢å³500Íëô©(Ëïì¡÷³ã«Íªïïó³) ","ÑºÒ·Î½,Í¯îç÷®Û¾,ääÏÎïÍ,Óöß£Íëê®,äÌóãûÇ,Ë°ÑõÏ¡,ÕöŞÈ","Ùíî¡œÉ?á¶,Ùíî¡œÉ÷çÔ³"
"23969","zh-CN","âŞ?Ê¶","https://chinese.visitseoul.net/attractions/âŞ?Ê¶/CNP001932?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001932","110-380 âÏ?ã¼?ÖØ???Ô×113  ","03134 âÏ?ã¼?ÖØ?à¤âŞ?Ê¶161 ","+82-2-120","","","","","","3?? äÌ?ó×4?õóÏ¢ÓùÜÆ5İÂ? 5?? ?ÖØ3Ê¶ó×7?õóÏ¢ÓùÜÆ5İÂ? ","óãÓì?,ğó?,ÙşûùÍö?,âŞ?Ê¶,äÌ?ó×,?ÖØ,ßÕí­,?ŞÈÙşûù÷®?ÖØ,ÎÃ??",""
"28380","zh-TW","ûğìÌÙşÍ·","https://tchinese.visitseoul.net/attractions/ûğìÌÙşÍ·/TCP028332?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP028332","  ","03779 à¤ÓŞÚ¦Ï¡æÅá¦ÖØ2  ","+82-2-392-2020","","cafe.naver.com/hongikbook","10:00~21:30","Øßô¸","Ùí","2ûÜàÊãæõ½ó×3ûÜõóÏ¢30m","ÙşÎı×¾ , ßöïÁ,ÖÕïÁ, âÏì³Ú±ÕÎë¶?, à¤Ë°ÓŞùÊ , æÅá¦ÓŞùÊ , Fancy , ãæõ½ó× ",""
"43543","zh-CN","?Ê£åıÑáô¸??","https://chinese.visitseoul.net/attractions/2023015/CNPqc1t0c?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPqc1t0c","  "," Î®ä¿?ãæ×ùÖØ91£¬9? ","+82-2-885-8290","","http://www.gnal.co.kr/shop/","ñ²ìé~ñ²çé09:40~23:00 ñ²×¿09:40~22:00","","àøÑ¢ô¸","Ëå›°ãæ×ù?âÏ?ÓŞ???àòó×2?õóÏ¢473Ú·"," 1980Ò´ÓÛ, âÏ?ÓŞ?, à¤×ù, ?ä¿, ?ïÁ,ÖÕïÁ, ÓŞ??îß",""
